date,cpi_yoy,target,cpi_log_return_1_months,cpi_log_return_6_months,cpi_log_return_12_months,rem_1_months,rem_6_months,rem_12_months,nlp_pred
2022-09-30,0.6043159668533296,0.11010334898215557,0.024897551621727132,0.1654160826589277,0.18232155679395468,0.06506359334706191,0.0019323677510537651,-0.04630146028488069,0.008561427070922268
2022-10-31,0.6312717768418578,0.10493489317853455,0.0269558099885282,0.17384692980298228,0.21190376356470203,0.058887337333543566,-0.012098205505580495,-0.0232800669815883,0.007921095804568137
2022-11-30,0.6544063522435147,0.10733361978204248,0.023134575401656976,0.1800372654881392,0.24097307448617344,0.05585733139252458,-0.003740652740797934,0.007248796155683579,0.0034492923994877754
2022-12-31,0.6668032052203433,0.10145144782640725,0.012396852976828576,0.1721069633842362,0.25535602543463154,0.04223471757068642,0.02884815433765825,0.025516595381823604,0.00723167708885649
2023-01-31,0.6871291082343823,0.0708690446451794,0.020325903014039026,0.15063573771981387,0.27700818859002385,0.018311803642337754,0.07164043571842027,0.02101193521238376,0.00723167708885649
2023-02-28,0.7055697005585024,0.10269028710194739,0.018440592324120098,0.1261512853269,0.28488762664547757,-0.0015101940952286785,0.06506359334706191,0.003931853033900312,0.00723167708885649
2023-03-31,0.7144193158354851,0.1539408822811199,0.008849615276982692,0.11010334898215557,0.2755194316410833,0.00492611833605594,0.058887337333543566,0.0019323677510537651,0.008235702784555026
2023-04-30,0.7362066700203923,0.15044925672407183,0.02178735418490718,0.10493489317853455,0.2787818229815168,0.04311012365372835,0.05585733139252458,-0.012098205505580495,0.008163907328067026
2023-05-31,0.7617399720255572,0.1972270341290342,0.025533302005164904,0.10733361978204248,0.2873708852701817,0.16598513747426102,0.04223471757068642,-0.003740652740797934,0.008146299472687017
2023-06-30,0.7682546530467506,0.367653420365056,0.006514681021193347,0.10145144782640725,0.27355841121064345,0.23557759849097126,0.018311803642337754,0.02884815433765825,0.008146299472687017
2023-07-31,0.7579981528795617,0.50669338648108,-0.01025650016718882,0.0708690446451794,0.22150478236499327,0.19262696215527964,-0.0015101940952286785,0.07164043571842027,0.007590238628307998
2023-08-31,0.8082599876604498,0.5166907432183888,0.05026183478088808,0.10269028710194739,0.2288415724288474,0.1777029725144168,0.00492611833605594,0.06506359334706191,0.006628810407157454
2023-09-30,0.868360198116605,0.4872171903412249,0.06010021045615521,0.1539408822811199,0.2640442312632755,0.2819840513371433,0.04311012365372835,0.058887337333543566,0.009326990075921396
2023-10-31,0.8866559267444641,0.4727809802055437,0.01829572862785911,0.15044925672407183,0.2553841499026064,0.18211171522356973,0.16598513747426102,0.05585733139252458,0.009224365962811634
2023-11-30,0.9589670061545914,0.36651521556854183,0.07231107941012727,0.1972270341290342,0.3045606539110767,0.1971810763414913,0.23557759849097126,0.04223471757068642,0.009224365962811634
2023-12-31,1.1359080734118066,0.17647060475791587,0.17694106725721515,0.367653420365056,0.46910486819146324,0.22490512646434158,0.19262696215527964,0.018311803642337754,0.010444953694772337
2024-01-31,1.2646915393606417,0.025642430613337597,0.12878346594883516,0.50669338648108,0.5775624311262594,0.005124931140255251,0.1777029725144168,-0.0015101940952286785,0.0088010516822291
2024-02-29,1.3249507308788386,-0.11092859069990113,0.06025919151819692,0.5166907432183888,0.6193810303203362,-0.22370836352916834,0.2819840513371433,0.00492611833605594,0.0088010516822291
2024-03-31,1.35557738845783,-0.22740629754817587,0.0306266575789913,0.4872171903412249,0.6411580726223448,-0.421137520515796,0.18211171522356973,0.04311012365372835,0.009889231643029206
2024-04-30,1.3594369069500079,-0.284434483921032,0.0038595184921779158,0.4727809802055437,0.6232302369296155,-0.5671200280935597,0.1971810763414913,0.16598513747426102,0.010753886179801038
2024-05-31,1.3254822217231332,-0.3471560989295255,-0.033954685226874615,0.36651521556854183,0.563742249697576,-0.7281651301081501,0.22490512646434158,0.23557759849097126,0.010197159945974716
2024-06-30,1.3123786781697224,-0.5339716536589537,-0.013103543553410812,0.17647060475791587,0.5441240251229719,-0.8013455838974701,0.005124931140255251,0.19262696215527964,0.010197159945974716
2024-07-31,1.2903339699739793,-0.6778546924814888,-0.022044708195743112,0.025642430613337597,0.5323358170944176,-0.8219598641813943,-0.22370836352916834,0.1777029725144168,0.008734482111081455
2024-08-31,1.2140221401789375,-0.7017974954992394,-0.07631182979504181,-0.11092859069990113,0.4057621525184877,-0.8605015054175206,-0.421137520515796,0.2819840513371433,0.008734482111081455
2024-09-30,1.128171090909654,-0.6841265008340146,-0.08585104926928344,-0.22740629754817587,0.25981089279304903,-0.8445296925295906,-0.5671200280935597,0.18211171522356973,0.008734482111081455
2024-10-31,1.0750024230289759,-0.6877012855484828,-0.0531686678806782,-0.284434483921032,0.18834649628451172,-0.7852908579931108,-0.7281651301081501,0.1971810763414913,0.010140978776274144
2024-11-30,0.9783261227936078,-0.6171612735820233,-0.0966763002353681,-0.3471560989295255,0.01935911663901635,-0.7748978305786377,-0.8013455838974701,0.22490512646434158,0.009136797872377322
2024-12-31,0.7784070245107687,-0.4462297121724366,-0.19991909828283905,-0.5339716536589537,-0.35750104890103784,-0.7205879267148989,-0.8219598641813943,0.005124931140255251,0.00747946638247881
2025-01-31,0.6124792774924905,-0.3005925163438921,-0.16592774701827817,-0.6778546924814888,-0.6522122618681512,-0.5480892694485586,-0.8605015054175206,-0.22370836352916834,0.0061877464388242955
2025-02-28,0.5122246446796981,-0.22254456956524404,-0.10025463281279245,-0.7017974954992394,-0.8127260861991406,-0.41444842699335616,-0.8445296925295906,-0.421137520515796,0.0030971977570766877
2025-03-31,0.44404459007563946,-0.16792915399532393,-0.06818005460405863,-0.6841265008340146,-0.9115327983821905,-0.31173578393029455,-0.7852908579931108,-0.5671200280935597,0.0
2025-04-30,0.3873011374804931,-0.114986542159834,-0.05674345259514635,-0.6877012855484828,-0.9721357694695147,-0.22490906015896844,-0.7748978305786377,-0.7281651301081501,0.0
